Brand,Name,Graphics Processor__GPU Name,Graphics Processor__Architecture,Release_Year_Normalized,Memory__Memory Size,Memory__Memory Type,Memory__Memory Bus,Graphics Card__Bus Interface,Board Design__TDP,Render Config__Shading Units,Theoretical Performance__FP32 (float),Graphics Features__DirectX,Graphics Features__OpenGL,Graphics Features__Shader Model,Recommended Resolutions
NVIDIA,Quadro FX 580,G96C,Tesla,2009,512 MB,GDDR3,128 bit,pcie x2.0 x16,40 W,32.0,unknown,11.1 (10_0),3.3,4.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,Quadro NVS 295,G98S,Tesla,2009,256 MB,GDDR3,64 bit,pcie x1.0 x16,23 W,8.0,unknown,11.1 (10_0),3.3,4.0,Low FPS:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,Quadro NVS 420,G98S,Tesla,2009,256 MB,GDDR3,64 bit,pcie x2.0 x16,40 W,8.0,unknown,11.1 (10_0),3.3,4.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,Tesla C1060,GT200B,Tesla 2.0,2009,1024 MB,GDDR3,512 bit,pcie x2.0 x16,188 W,240.0,unknown,11.1 (10_0),3.3,4.0,
NVIDIA,Tesla C1080,GT200B,Tesla 2.0,2009,4 GB,GDDR3,512 bit,pcie x2.0 x16,188 W,240.0,unknown,11.1 (10_0),3.3,4.0,
NVIDIA,GeForce 305M,GT218,Tesla 2.0,2010,512 MB,GDDR3,64 bit,unknown,14 W,16.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 310M,GT218,Tesla 2.0,2010,512 MB,DDR3,64 bit,unknown,14 W,16.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 310M,GT218,Tesla 2.0,2010,1024 MB,DDR3,64 bit,unknown,14 W,16.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 310M,GT218S,Tesla 2.0,2010,512 MB,GDDR3,64 bit,unknown,14 W,16.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 315 OEM,GT216,Tesla 2.0,2010,512 MB,DDR3,64 bit,pcie x2.0 x16,33 W,48.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 320M Mac Edition,C89,Tesla 2.0,2010,System Shared,System Shared,System Shared,unknown,23 W,48.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 405 OEM,GT218S,Tesla 2.0,2010,512 MB,DDR3,64 bit,pcie x2.0 x16,25 W,16.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 405 OEM,GT216,Tesla 2.0,2010,512 MB,DDR3,64 bit,pcie x2.0 x16,25 W,48.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 405 OEM,GT216,Tesla 2.0,2010,1024 MB,DDR2,128 bit,pcie x2.0 x16,25 W,24.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 8400 GS Rev. 3,GT218S,Tesla 2.0,2010,512 MB,DDR2,64 bit,pcie x2.0 x16,25 W,8.0,unknown,11.1 (10_1),3.3,4.1,Low FPS:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 9500 GT Mac Edition,G96C,Tesla,2010,512 MB,GDDR3,128 bit,pcie x2.0 x16,50 W,32.0,unknown,11.1 (10_0),3.3,4.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 220,G94,Tesla,2010,1024 MB,GDDR3,128 bit,pcie x2.0 x16,58 W,48.0,unknown,11.1 (10_0),3.3,4.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 240M LE,G96C,Tesla,2010,512 MB,GDDR3,128 bit,unknown,23 W,32.0,unknown,11.1 (10_0),3.3,4.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 320 OEM,GT215,Tesla 2.0,2010,1024 MB,GDDR3,128 bit,pcie x2.0 x16,43 W,72.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 320M,GT216,Tesla 2.0,2010,1024 MB,DDR3,128 bit,unknown,23 W,24.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 325M,GT216,Tesla 2.0,2010,1024 MB,DDR3,128 bit,unknown,23 W,48.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 330 OEM,G92B,Tesla,2010,256 MB,DDR2,128 bit,pcie x2.0 x16,75 W,96.0,unknown,11.1 (10_0),3.3,4.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 330 OEM,GT215,Tesla 2.0,2010,1024 MB,GDDR3,128 bit,pcie x2.0 x16,75 W,96.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 330 OEM,GT215,Tesla 2.0,2010,512 MB,GDDR3,128 bit,pcie x2.0 x16,75 W,96.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 330 OEM,G92,Tesla,2010,1024 MB,GDDR3,256 bit,pcie x2.0 x16,75 W,96.0,unknown,11.1 (10_0),3.3,4.0,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 330M,GT216,Tesla 2.0,2010,1024 MB,GDDR3,128 bit,unknown,23 W,24.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 330M,GT216,Tesla 2.0,2010,1024 MB,GDDR3,128 bit,unknown,23 W,48.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 330M,GT216,Tesla 2.0,2010,1024 MB,GDDR3,128 bit,unknown,23 W,48.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 330M Mac Edition,GT216,Tesla 2.0,2010,512 MB,GDDR3,128 bit,unknown,23 W,48.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 335M,GT215,Tesla 2.0,2010,1024 MB,GDDR3,128 bit,unknown,28 W,72.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 340 OEM,GT215,Tesla 2.0,2010,1024 MB,GDDR3,128 bit,pcie x2.0 x16,69 W,96.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 415 OEM,GT216,Tesla 2.0,2010,512 MB,DDR3,128 bit,pcie x2.0 x16,32 W,48.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 415M,GF108,Fermi,2010,1024 MB,DDR3,128 bit,unknown,12 W,48.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 420 OEM,GF108,Fermi,2010,1024 MB,DDR3,128 bit,pcie x2.0 x16,50 W,48.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 420M,GF108,Fermi,2010,1024 MB,DDR3,128 bit,unknown,23 W,96.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 425M,GF108,Fermi,2010,1024 MB,DDR3,128 bit,unknown,23 W,96.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 430,GF108,Fermi,2010,512 MB,DDR3,64 bit,pcie x2.0 x16,49 W,96.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 430 OEM,GF108,Fermi,2010,2 GB,DDR3,128 bit,pcie x2.0 x16,49 W,96.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 430 PCI,GF108,Fermi,2010,512 MB,DDR3,64 bit,pci,49 W,96.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 435M,GF108,Fermi,2010,2 GB,DDR3,128 bit,unknown,35 W,96.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 440 OEM,GF106,Fermi,2010,1536 MB,DDR3,192 bit,pcie x2.0 x16,65 W,144.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 445M,GF106,Fermi,2010,3 GB,DDR3,192 bit,unknown,35 W,144.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 445M,GF106,Fermi,2010,1024 MB,GDDR5,128 bit,unknown,35 W,144.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GTS 350M,GT215,Tesla 2.0,2010,1024 MB,GDDR5,128 bit,unknown,28 W,96.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GTS 360M,GT215,Tesla 2.0,2010,1024 MB,GDDR5,128 bit,unknown,38 W,96.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GTS 450,GF106,Fermi,2010,1024 MB,GDDR5,128 bit,pcie x2.0 x16,106 W,192.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GTS 450 OEM,GF106,Fermi,2010,512 MB,GDDR5,128 bit,pcie x2.0 x16,106 W,144.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GTS 450 OEM,GF106,Fermi,2010,1536 MB,GDDR5,192 bit,pcie x2.0 x16,106 W,144.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GTX 275 PhysX Edition,GT200B | G92B,Tesla 2.0 | Tesla,2010,896 MB,GDDR3,448 bit,pcie x2.0 x16,219 W,240.0,unknown,11.1 (10_0),3.3,4.0,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
NVIDIA,GeForce GTX 285M,G92B,Tesla,2010,1024 MB,GDDR3,256 bit,unknown,75 W,128.0,unknown,11.1 (10_0),3.3,4.0,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GTX 460,GF104,Fermi,2010,1024 MB,GDDR5,256 bit,pcie x2.0 x16,160 W,336.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
NVIDIA,GeForce GTX 460,GF104,Fermi,2010,768 MB,GDDR5,192 bit,pcie x2.0 x16,160 W,336.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
NVIDIA,GeForce GTX 460 OEM,GF104,Fermi,2010,1024 MB,GDDR5,256 bit,pcie x2.0 x16,150 W,336.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
NVIDIA,GeForce GTX 460 SE,GF104,Fermi,2010,1024 MB,GDDR5,256 bit,pcie x2.0 x16,150 W,288.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
NVIDIA,GeForce GTX 460 SE v2,GF114,Fermi 2.0,2010,768 MB,GDDR5,192 bit,pcie x2.0 x16,150 W,288.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
NVIDIA,GeForce GTX 460M,GF106,Fermi,2010,1536 MB,GDDR5,192 bit,unknown,50 W,192.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GTX 465,GF100,Fermi,2010,1024 MB,GDDR5,256 bit,pcie x2.0 x16,200 W,352.0,unknown,12 (11_0),4.6,5.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
NVIDIA,GeForce GTX 470,GF100,Fermi,2010,1280 MB,GDDR5,320 bit,pcie x2.0 x16,215 W,448.0,unknown,12 (11_0),4.6,5.1,Good:1280x720 | Playable:1366x768 | Low FPS:1600x900
NVIDIA,GeForce GTX 470M,GF104,Fermi,2010,1536 MB,GDDR5,192 bit,unknown,75 W,288.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GTX 480,GF100,Fermi,2010,1536 MB,GDDR5,384 bit,pcie x2.0 x16,250 W,480.0,unknown,12 (11_0),4.6,5.1,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
NVIDIA,GeForce GTX 480M,GF100,Fermi,2010,2 GB,GDDR5,256 bit,unknown,100 W,352.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Playable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GTX 570,GF110,Fermi 2.0,2010,1280 MB,GDDR5,320 bit,pcie x2.0 x16,219 W,480.0,unknown,12 (11_0),4.6,5.1,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
NVIDIA,GeForce GTX 570 Rev. 2,GF110,Fermi 2.0,2010,1280 MB,GDDR5,320 bit,pcie x2.0 x16,219 W,480.0,unknown,12 (11_0),4.6,5.1,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
NVIDIA,GeForce GTX 580,GF110,Fermi 2.0,2010,1536 MB,GDDR5,384 bit,pcie x2.0 x16,244 W,512.0,unknown,12 (11_0),4.6,5.1,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
NVIDIA,NVS 2100M,GT218S,Tesla 2.0,2010,512 MB,GDDR3,64 bit,unknown,11 W,16.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,NVS 3100M,GT218S,Tesla 2.0,2010,512 MB,GDDR3,64 bit,unknown,14 W,16.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,NVS 5100M,GT216,Tesla 2.0,2010,1024 MB,GDDR3,128 bit,unknown,35 W,48.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,Quadro 2000,GF106,Fermi,2010,1024 MB,GDDR5,128 bit,pcie x2.0 x16,62 W,192.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,Quadro 4000,GF100,Fermi,2010,2 GB,GDDR5,256 bit,pcie x2.0 x16,142 W,256.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,Quadro 5000M,GF100,Fermi,2010,2 GB,GDDR5,256 bit,unknown,100 W,320.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,Quadro 600,GF108,Fermi,2010,1024 MB,DDR3,128 bit,pcie x2.0 x16,40 W,96.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,Quadro 6000,GF100,Fermi,2010,6 GB,GDDR5,384 bit,pcie x2.0 x16,204 W,448.0,unknown,12 (11_0),4.6,5.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
NVIDIA,Quadro FX 380M,GT218S,Tesla 2.0,2010,512 MB,GDDR3,64 bit,unknown,25 W,16.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,Quadro FX 880M,GT216,Tesla 2.0,2010,1024 MB,GDDR3,128 bit,unknown,35 W,48.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,Tegra 2 GPU,Tegra 2,VLIW Vec4,2010,256 MB,DDR2,32 bit,unknown,20 W,fixed-pipeline,unknown,,ES 2.0,,Low FPS:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 315 OEM,GT215,Tesla 2.0,2011,256 MB,DDR2,64 bit,pcie x2.0 x16,33 W,48.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 315 OEM,GT218S,Tesla 2.0,2011,1024 MB,DDR3,64 bit,pcie x2.0 x16,33 W,16.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 315M,GT218,Tesla 2.0,2011,512 MB,GDDR3,64 bit,unknown,14 W,16.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 405M,GT218,Tesla 2.0,2011,1024 MB,GDDR3,64 bit,unknown,14 W,16.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 410M,GF119S,Fermi 2.0,2011,1024 MB,DDR3,64 bit,unknown,12 W,48.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 510 OEM,GF119S,Fermi 2.0,2011,1024 MB,DDR3,64 bit,pcie x2.0 x16,25 W,48.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 610,GF119S,Fermi 2.0,2011,1024 MB,DDR3,64 bit,unknown,12 W,48.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 610M,GF119,Fermi 2.0,2011,1024 MB,DDR3,64 bit,unknown,12 W,48.0,unknown,12 (11_0),4.6,5.1,Low FPS:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 610M,GF117B,Fermi 2.0,2011,1024 MB,DDR3,64 bit,unknown,12 W,48.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 610M,GF108,Fermi,2011,1024 MB,DDR3,64 bit,unknown,12 W,48.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce 9300 GS Rev. 2,GT218S,Tesla 2.0,2011,256 MB,DDR2,64 bit,pcie x2.0 x16,unknown,16.0,unknown,11.1 (10_1),3.3,4.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 435M,GF106,Fermi,2011,1024 MB,DDR3,128 bit,unknown,35 W,96.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 440,GF108,Fermi,2011,1024 MB,DDR3,128 bit,pcie x2.0 x16,65 W,96.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 440 Mac Edition,GF108,Fermi,2011,1024 MB,DDR3,128 bit,pcie x1.0 x16,65 W,96.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 520,GF119S,Fermi 2.0,2011,1024 MB,DDR3,64 bit,pcie x2.0 x16,29 W,48.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 520 PCI,GF119S,Fermi 2.0,2011,1024 MB,DDR3,64 bit,pci,29 W,48.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 520 PCIe x1,GF119S,Fermi 2.0,2011,1024 MB,DDR3,64 bit,pcie x2.0 x1,29 W,48.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 520M,GF108,Fermi,2011,1024 MB,DDR3,64 bit,unknown,12 W,48.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 520M,GF108,Fermi,2011,1024 MB,DDR3,64 bit,unknown,12 W,48.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 520M,GF119,Fermi 2.0,2011,1024 MB,DDR3,64 bit,unknown,12 W,48.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 520MX,GF119,Fermi 2.0,2011,1024 MB,DDR3,64 bit,unknown,20 W,48.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 525M,GF108,Fermi,2011,1024 MB,DDR3,128 bit,unknown,23 W,96.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 525M,GF108,Fermi,2011,1024 MB,DDR3,128 bit,unknown,23 W,96.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 530 OEM,GF108,Fermi,2011,1024 MB,DDR3,128 bit,pcie x2.0 x16,50 W,96.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 540M,GF108,Fermi,2011,1024 MB,DDR3,128 bit,unknown,35 W,96.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 545,GF116,Fermi 2.0,2011,1536 MB,DDR3,192 bit,pcie x2.0 x16,70 W,144.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 545 OEM,GF116,Fermi 2.0,2011,1024 MB,GDDR5,128 bit,pcie x2.0 x16,105 W,144.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 550M,GF108,Fermi,2011,1024 MB,DDR3,128 bit,unknown,35 W,96.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 550M,GF108,Fermi,2011,1024 MB,DDR3,128 bit,unknown,35 W,96.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 555M,GF108,Fermi,2011,1024 MB,GDDR5,128 bit,unknown,35 W,96.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 555M,GF106,Fermi,2011,1024 MB,DDR3,128 bit,unknown,35 W,144.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 555M,GF106,Fermi,2011,1024 MB,DDR3,128 bit,unknown,35 W,144.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Unplayable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GT 555M 3 GB,GF106,Fermi,2011,3 GB,DDR3,192 bit,unknown,35 W,144.0,unknown,12 (11_0),4.6,5.1,Playable:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GTS 450 Rev. 2,GF116,Fermi 2.0,2011,1024 MB,GDDR5,128 bit,pcie x2.0 x16,106 W,192.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Low FPS:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GTX 460 v2,GF114,Fermi 2.0,2011,1024 MB,GDDR5,192 bit,pcie x2.0 x16,160 W,336.0,unknown,12 (11_0),4.6,5.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
NVIDIA,GeForce GTX 460 v2 ES,GF114,Fermi 2.0,2011,1280 MB,GDDR5,256 bit,pcie x2.0 x16,160 W,336.0,unknown,12 (11_0),4.6,5.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
NVIDIA,GeForce GTX 460 X2,GF104,Fermi,2011,1024 MB,GDDR5,256 bit,pcie x2.0 x16,160 W,336.0,unknown,12 (11_0),4.6,5.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
NVIDIA,GeForce GTX 485M,GF104,Fermi,2011,2 GB,GDDR5,256 bit,unknown,100 W,384.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
NVIDIA,GeForce GTX 550 Ti,GF116,Fermi 2.0,2011,1024 MB,GDDR5,192 bit,pcie x2.0 x16,116 W,192.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Playable:1280x720 | Unplayable:1366x768
NVIDIA,GeForce GTX 555 OEM,GF114,Fermi 2.0,2011,1024 MB,GDDR5,192 bit,pcie x2.0 x16,150 W,288.0,unknown,12 (11_0),4.6,5.1,Good:640x480 | Playable:1280x720 | Low FPS:1366x768
NVIDIA,GeForce GTX 560,GF114,Fermi 2.0,2011,1024 MB,GDDR5,256 bit,pcie x2.0 x16,150 W,336.0,unknown,12 (11_0),4.6,5.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
NVIDIA,GeForce GTX 560 OEM,GF110,Fermi 2.0,2011,1280 MB,GDDR5,320 bit,pcie x2.0 x16,150 W,384.0,unknown,12 (11_0),4.6,5.1,Good:1280x720 | Low FPS:1366x768 | Unplayable:1600x900
NVIDIA,GeForce GTX 560 Ti,GF114,Fermi 2.0,2011,1024 MB,GDDR5,256 bit,pcie x2.0 x16,170 W,384.0,unknown,12 (11_0),4.6,5.1,Good:1280x720 | Playable:1366x768 | Low FPS:1600x900
NVIDIA,GeForce GTX 560 Ti 448,GF110,Fermi 2.0,2011,1280 MB,GDDR5,320 bit,pcie x2.0 x16,210 W,448.0,unknown,12 (11_0),4.6,5.1,Good:1366x768 | Low FPS:1600x900 | Unplayable:1920x1080
